,year,make,model,trim,body,transmission,state,condition,odometer,color,interior,sellingprice,saleyear
2920,2009,Toyota,RAV4,Base,SUV,automatic,ca,3.4,118067.0,gray,beige,9100,2014
2921,2009,Toyota,Camry,Base,Sedan,automatic,ca,2.7,173082.0,silver,gray,6250,2014
2922,2009,Mitsubishi,Lancer,GTS,Sedan,automatic,ca,2.4,74656.0,white,black,8300,2014
2923,2009,Dodge,Caliber,SXT,Wagon,automatic,ca,1.9,99593.0,blue,black,4800,2014
2924,2009,BMW,X5,xDrive30i,SUV,automatic,ca,2.8,80986.0,white,black,16500,2014
2925,2009,Ford,Econoline Cargo,E-150,Van,automatic,ca,3.0,77473.0,white,gray,11750,2015
2926,2009,Ford,Econoline Wagon,E-350 Super Duty XL,Van,automatic,ca,2.0,104102.0,white,gray,10200,2014
2927,2009,Honda,Accord,LX,Sedan,automatic,ca,4.4,39080.0,silver,gray,12300,2014
2928,2009,Hyundai,Accent,GLS,Sedan,automatic,ca,3.3,65121.0,blue,beige,5300,2014
2930,2009,Lexus,IS 250,Base,Sedan,automatic,ca,2.5,91966.0,white,beige,13000,2014
2931,2009,BMW,X5,xDrive48i,SUV,automatic,ca,2.9,82850.0,black,brown,18750,2014
2932,2009,Honda,Accord,EX-L V-6,Sedan,automatic,ca,2.8,74029.0,green,black,12000,2014
2934,2009,BMW,7 Series,750Li,Sedan,automatic,ca,3.6,63409.0,white,beige,27500,2014
2935,2009,Dodge,Challenger,R/T,Coupe,manual,ca,4.4,68356.0,white,black,18500,2014
2936,2009,Subaru,Impreza,WRX,Hatchback,manual,ca,2.8,106044.0,blue,black,12500,2014
2937,2009,Chevrolet,Avalanche,LTZ,Crew Cab,automatic,ca,3.2,78653.0,black,tan,24500,2014
2938,2009,Honda,Odyssey,EX-L,Minivan,automatic,ca,2.4,87540.0,blue,gray,12500,2014
2939,2009,Mercedes-Benz,CLS-Class,CLS550,Sedan,automatic,ca,3.7,67439.0,silver,black,24000,2014
2940,2009,BMW,3 Series,328i,Sedan,automatic,ca,3.3,91084.0,white,beige,11600,2014
2941,2009,Kia,Optima,LX,Sedan,automatic,ca,2.9,77200.0,burgundy,beige,6000,2014
2942,2009,Honda,Civic,LX,Sedan,automatic,ca,3.0,1.0,silver,gray,1000,2015
2943,2009,Ford,Focus,SE,Sedan,automatic,ca,2.0,97159.0,silver,black,3300,2014
2944,2009,Toyota,Corolla,LE,Sedan,automatic,ca,2.3,108512.0,silver,gray,6100,2014
2945,2009,Hyundai,Sonata,GLS,Sedan,automatic,ca,3.1,93344.0,gray,beige,5900,2014
2947,2009,Nissan,Murano,S,SUV,automatic,ca,2.5,119943.0,gray,black,8500,2014
2948,2009,Volkswagen,Jetta,S PZEV,Sedan,automatic,ca,3.5,53435.0,white,black,8900,2014
2949,2009,Cadillac,STS,V8,Sedan,automatic,ca,2.0,103052.0,white,black,9000,2014
2950,2009,Chrysler,Town and Country,Touring,Minivan,automatic,ca,2.8,89624.0,green,gray,7000,2014
2951,2009,Honda,Fit,Sport,Hatchback,automatic,ca,4.0,124009.0,black,black,5800,2014
2952,2009,Kia,Spectra,EX,Sedan,automatic,ca,3.0,114879.0,silver,gray,4200,2014
2953,2009,Toyota,Corolla,LE,Sedan,automatic,ca,2.9,125068.0,black,gray,5300,2015
2955,2009,Mercedes-Benz,M-Class,ML350 4MATIC,SUV,automatic,ca,3.4,71559.0,black,black,18300,2014
2956,2009,Volkswagen,Jetta,S PZEV,Sedan,automatic,ca,2.2,64829.0,black,black,5400,2014
2958,2009,Nissan,Altima,2.5 S,Coupe,automatic,ca,4.2,75697.0,gray,black,10300,2014
2959,2009,MINI,Cooper,Base,Hatchback,automatic,ca,3.9,60249.0,white,gray,8400,2014
2960,2009,Toyota,Prius,Touring,Hatchback,automatic,ca,3.5,82294.0,gray,gray,11000,2014
2961,2009,MINI,Cooper,Base,Hatchback,automatic,ca,4.1,65531.0,silver,black,8000,2014
2962,2008,Chevrolet,Express Cargo,2500,Van,automatic,ca,3.0,87068.0,black,gray,11400,2014
2963,2008,Honda,Ridgeline,RT,Crew Cab,automatic,ca,3.3,117101.0,silver,black,9200,2014
2965,2008,Ford,F-450 Super Duty,Lariat,Crew Cab,automatic,ca,3.5,75558.0,gray,beige,29000,2014
2966,2008,BMW,3 Series,328i,Sedan,automatic,ca,2.7,91100.0,black,black,9500,2014
2967,2008,Chevrolet,Impala,LS,Sedan,automatic,ca,3.7,110202.0,blue,beige,5500,2014
2968,2008,Dodge,Magnum,Base,Wagon,automatic,ca,2.6,138985.0,red,gray,2900,2014
2969,2008,Honda,Accord,EX-L V-6,Sedan,automatic,ca,4.3,76120.0,gray,gray,12500,2014
2971,2008,Dodge,Durango,SXT,SUV,automatic,ca,4.1,135722.0,black,gray,4500,2014
2972,2008,Ford,Edge,Limited,SUV,automatic,ca,3.4,84486.0,red,beige,9100,2014
2973,2008,Ford,F-250 Super Duty,XL,SuperCab,automatic,ca,2.4,102437.0,white,beige,7500,2014
2974,2008,Chevrolet,Impala,LS,Sedan,automatic,ca,2.7,97504.0,silver,gray,5100,2014
2975,2008,BMW,3 Series,335i,Coupe,automatic,ca,2.2,112268.0,silver,gray,10250,2014
2976,2008,Audi,A4,2.0T,Sedan,automatic,ca,2.9,103496.0,—,black,7300,2014
2977,2009,Volvo,S40,2.4i,Sedan,automatic,ca,2.8,90257.0,gray,black,3500,2015
2978,2008,Dodge,Charger,Base,Sedan,automatic,ca,3.9,113097.0,white,black,8600,2014
2979,2008,Chrysler,Sebring,LX,Convertible,automatic,ca,2.6,81907.0,white,gray,4500,2014
2980,2008,Chevrolet,Malibu Classic,LS Fleet,Sedan,automatic,ca,1.9,90909.0,gray,gray,2900,2015
2981,2008,Audi,Q7,3.6 quattro,SUV,automatic,ca,2.5,101633.0,gray,black,12300,2014
2982,2008,Dodge,Magnum,Base,Wagon,automatic,ca,3.2,98721.0,black,black,5300,2014
2984,2008,Honda,Accord,EX,Coupe,automatic,ca,2.6,106521.0,red,black,5600,2014
2985,2008,Chevrolet,Avalanche,LT,Crew Cab,automatic,ca,3.7,106237.0,gray,black,14000,2014
2986,2008,BMW,5 Series,550i,Sedan,automatic,ca,3.4,83376.0,black,black,14400,2014
2987,2008,Honda,Civic,LX,Coupe,automatic,ca,1.9,75464.0,black,gray,7400,2014
2988,2008,Honda,Accord,EX-L,Sedan,automatic,ca,4.1,108561.0,gray,gray,10200,2014
2989,2008,Ford,Fusion,SE,Sedan,automatic,ca,3.0,100528.0,silver,beige,3700,2014
2990,2008,Audi,TT,3.2 quattro,Hatchback,automatic,ca,3.8,60542.0,black,black,18300,2014
2991,2008,Dodge,Avenger,SXT,Sedan,automatic,ca,3.5,132932.0,black,gray,4000,2014
2993,2008,Dodge,Caliber,SE,Wagon,automatic,ca,2.9,112455.0,orange,black,3900,2014
2994,2008,MINI,Cooper,Base,Hatchback,manual,ca,2.8,72700.0,green,black,6500,2014
2995,2008,Cadillac,CTS,Base,Sedan,automatic,ca,3.3,110201.0,black,black,12100,2014
2996,2008,Audi,A8,L quattro,Sedan,automatic,ca,2.4,146426.0,black,brown,8000,2015
2997,2008,MINI,Cooper,S,Hatchback,automatic,ca,2.0,84051.0,blue,black,4400,2014
2998,2008,Ford,Explorer Sport Trac,XLT,Crew Cab,automatic,ca,1.8,88389.0,white,gray,6800,2015
3000,2008,BMW,3 Series,328i,Coupe,automatic,ca,2.8,90017.0,blue,brown,13000,2014
3001,2008,Chrysler,Sebring,LX,Sedan,automatic,ca,2.8,112983.0,silver,gray,3550,2014
3002,2008,Ford,Ranger,XLT,SuperCab,manual,ca,2.0,96371.0,gray,black,6900,2014
3003,2008,BMW,5 Series,550i,Sedan,manual,ca,1.9,115502.0,black,—,8900,2014
3004,2008,Acura,MDX,Base,SUV,automatic,ca,2.9,85284.0,silver,black,17500,2014
3005,2008,BMW,3 Series,328i,Sedan,automatic,ca,4.0,72847.0,gray,gray,10500,2014
3006,2008,Honda,Accord,EX-L V-6,Sedan,automatic,ca,2.9,166787.0,black,black,6400,2014
3007,2008,Honda,Civic,Hybrid,Sedan,automatic,ca,2.6,86147.0,gray,beige,6100,2014
3008,2008,GMC,Yukon,Denali,SUV,automatic,ca,4.4,67896.0,white,beige,16300,2014
3009,2008,BMW,X5,3.0si,SUV,automatic,ca,2.9,68037.0,gray,black,17500,2014
3010,2008,Chrysler,Town and Country,Touring,Minivan,automatic,ca,3.0,43317.0,blue,gray,5400,2014
3011,2008,BMW,7 Series,750Li,Sedan,automatic,ca,3.8,112412.0,gray,black,10900,2014
3012,2008,BMW,5 Series,550i,Sedan,automatic,ca,4.0,81317.0,black,black,14500,2014
3013,2008,Dodge,Ram Pickup 1500,SLT,Quad Cab,automatic,ca,3.5,115275.0,silver,gray,10000,2014
3014,2008,Chevrolet,Silverado 2500HD,LTZ,Crew Cab,automatic,ca,3.8,63421.0,red,black,36000,2014
3015,2008,Dodge,Caliber,SXT,Wagon,automatic,ca,2.5,129071.0,black,—,2500,2015
3016,2008,BMW,3 Series,335i,Sedan,automatic,ca,3.9,77581.0,silver,black,12000,2015
3017,2008,Chevrolet,Silverado 1500,Work Truck,Extended Cab,automatic,ca,1.0,105850.0,black,black,8900,2014
3018,2008,Honda,Accord,EX-L,Sedan,automatic,ca,2.5,114179.0,green,black,8600,2014
3021,2008,Dodge,Charger,Base,Sedan,automatic,ca,1.0,118546.0,black,black,5800,2014
3024,2008,Chevrolet,Silverado 1500,Work Truck,Regular Cab,automatic,ca,2.0,166212.0,blue,gray,3400,2014
3027,2008,Chevrolet,Malibu,LT,Sedan,automatic,ca,2.9,84281.0,gold,tan,6300,2014
3029,2008,Dodge,Magnum,Base,Wagon,automatic,ca,3.5,108698.0,white,black,6100,2014
3030,2008,Ford,Escape,XLT,SUV,automatic,ca,2.6,86546.0,red,beige,5900,2014
3031,2008,BMW,X5,3.0si,SUV,automatic,ca,2.7,64115.0,black,tan,15750,2014
3032,2008,Ford,F-350 Super Duty,FX4,Crew Cab,automatic,ca,3.7,180795.0,white,black,16500,2014
3034,2008,Chrysler,PT Cruiser,Base,Wagon,automatic,ca,2.4,102192.0,white,gray,2900,2014
3035,2008,BMW,M3,Base,Coupe,manual,ca,1.9,107410.0,black,black,19000,2014
3036,2008,Dodge,Magnum,Base,Wagon,automatic,ca,1.0,81971.0,silver,black,2800,2014
3037,2008,BMW,5 Series,528i,Sedan,automatic,ca,4.1,94593.0,silver,black,11250,2014
3038,2008,BMW,5 Series,528i,Sedan,automatic,ca,2.0,96477.0,gray,gray,5800,2015
3039,2008,Chevrolet,Impala,LS,Sedan,automatic,ca,1.9,170680.0,white,gray,3000,2014
3040,2008,Cadillac,CTS,Base,Sedan,automatic,ca,2.8,79004.0,red,beige,10700,2014
3041,2008,Ford,Fusion,SE,Sedan,automatic,ca,2.1,135414.0,white,black,3700,2014
3042,2008,Dodge,Charger,RT,Sedan,automatic,ca,4.0,105647.0,black,black,9700,2014
3043,2008,Chevrolet,Colorado,LT,Crew Cab,automatic,ca,2.9,57280.0,black,black,13500,2014
3044,2008,Dodge,Grand Caravan,SXT,Minivan,automatic,ca,3.6,95543.0,white,black,6300,2014
3045,2008,Dodge,Nitro,SLT,SUV,automatic,ca,2.4,86767.0,blue,blue,8500,2015
3046,2008,Ford,F-250 Super Duty,XL,Crew Cab,automatic,ca,2.9,57196.0,white,brown,16300,2014
3047,2008,Honda,Odyssey,EX-L,Minivan,automatic,ca,4.7,76168.0,white,tan,15000,2014
3049,2008,Dodge,Avenger,SE,Sedan,automatic,ca,2.7,73252.0,white,beige,3800,2014
3050,2008,GMC,Sierra 1500,Denali,Crew Cab,automatic,ca,4.2,54733.0,white,tan,24250,2014
3051,2008,Acura,TSX,Base,Sedan,automatic,ca,3.1,134286.0,silver,—,8600,2014
3052,2008,Dodge,Ram Pickup 1500,SLT,Quad Cab,automatic,ca,2.0,127791.0,black,gray,7000,2014
3054,2008,Dodge,Ram Pickup 1500,ST,Regular Cab,manual,ca,3.4,54520.0,gray,gray,7100,2014
3056,2008,Chevrolet,Colorado,LT,Crew Cab,automatic,ca,3.5,111166.0,blue,black,10500,2014
3057,2008,Chrysler,300,Touring,Sedan,automatic,ca,2.9,138543.0,gray,black,4900,2014
3060,2008,Chevrolet,Impala,LS,Sedan,automatic,ca,2.6,198177.0,white,silver,2000,2015
3061,2008,Ford,Expedition,Limited,SUV,automatic,ca,3.4,82356.0,gray,beige,14100,2014
3062,2008,Honda,Civic,LX,Coupe,automatic,ca,2.5,95678.0,gray,gray,6300,2014
3064,2008,BMW,Z4,3.0i,Convertible,automatic,ca,3.5,106935.0,gray,black,9900,2014
3065,2008,Chrysler,Pacifica,Touring,Wagon,automatic,ca,3.8,114074.0,white,gray,3700,2014
3066,2008,BMW,5 Series,550i,Sedan,automatic,ca,4.3,36619.0,white,beige,19250,2014
3067,2008,GMC,Acadia,SLT-1,SUV,automatic,ca,3.6,99911.0,silver,gray,10900,2014
3068,2008,BMW,X5,3.0si,SUV,automatic,ca,4.1,80783.0,gray,silver,16800,2014
3069,2008,Honda,Odyssey,EX,Minivan,automatic,ca,1.9,72528.0,gray,gray,9600,2014
3070,2008,MINI,Cooper,S,Hatchback,automatic,ca,3.5,75393.0,gray,black,8100,2014
3071,2008,Chevrolet,Tahoe,LT,SUV,automatic,ca,3.7,108071.0,gray,black,14600,2014
3072,2008,GMC,Acadia,SLT-1,SUV,automatic,ca,2.8,76885.0,silver,black,11200,2014
3073,2008,Acura,TSX,Base,Sedan,automatic,ca,3.6,97982.0,gray,black,11250,2014
3074,2008,Honda,Accord,LX,Sedan,manual,ca,2.4,103529.0,gray,gray,8000,2014
3075,2009,Volkswagen,Routan,S,Minivan,automatic,ca,2.9,99711.0,silver,gray,6000,2015
3076,2008,Honda,Civic,LX,Sedan,automatic,ca,1.0,1.0,silver,gray,1300,2014
3077,2008,GMC,Yukon XL,Denali,SUV,automatic,ca,2.9,136703.0,black,black,13400,2014
3078,2008,GMC,Acadia,SLT-1,SUV,automatic,ca,3.5,124508.0,white,beige,10250,2014
3079,2008,Ford,F-250 Super Duty,XLT,SuperCab,automatic,ca,2.8,105527.0,white,beige,8500,2015
3081,2008,Audi,S6,quattro,Sedan,automatic,ca,2.9,131245.0,silver,black,17500,2014
3082,2008,Dodge,Charger,Base,Sedan,automatic,ca,2.1,129660.0,silver,black,6000,2014
3083,2008,BMW,X5,4.8i,SUV,automatic,ca,3.6,71100.0,black,black,19750,2014
3087,2008,Honda,Accord,EX V-6,Sedan,automatic,ca,3.2,131759.0,silver,gray,8300,2014
3088,2008,Ford,Focus,SE,Coupe,automatic,ca,2.6,73190.0,black,black,4000,2014
3089,2008,Dodge,Avenger,SE,Sedan,automatic,ca,1.9,117197.0,gray,gray,3500,2014
3090,2008,Chrysler,300,LX,Sedan,automatic,ca,1.9,1.0,white,black,1300,2015
3091,2008,BMW,3 Series,335i,Coupe,manual,ca,2.6,99109.0,gray,red,12900,2014
3093,2008,Chevrolet,Equinox,LS,SUV,automatic,ca,2.8,108423.0,blue,gray,3100,2014
3094,2008,Dodge,Charger,Base,Sedan,automatic,ca,3.5,70346.0,silver,black,9700,2014
3095,2008,Chevrolet,Suburban,1500 LS,SUV,automatic,ca,3.8,91902.0,white,black,15500,2014
3096,2009,Volkswagen,Rabbit,S PZEV,Hatchback,manual,ca,2.7,89903.0,gray,black,4800,2014
3098,2008,Chevrolet,Tahoe,LT,SUV,automatic,ca,1.9,95079.0,white,black,16000,2014
3099,2008,Ford,F-350 Super Duty,FX4,Crew Cab,automatic,ca,4.1,52845.0,silver,black,30250,2014
3101,2008,Honda,Accord,LX-S,Coupe,automatic,ca,1.9,50485.0,silver,black,6600,2014
3102,2008,BMW,3 Series,328i,Sedan,automatic,ca,3.4,84752.0,black,black,10300,2014
3103,2008,Dodge,Ram Pickup 1500,SLT,Quad Cab,automatic,ca,2.0,62613.0,white,gray,10250,2015
3105,2008,BMW,X3,3.0si,SUV,automatic,ca,4.0,61934.0,blue,black,10500,2015
3107,2008,Ford,F-150,STX,SuperCab,automatic,ca,2.0,64783.0,black,black,10600,2014
3108,2008,GMC,Sierra 2500HD,SLT,Crew Cab,automatic,ca,2.6,82034.0,white,beige,35500,2014
3109,2008,Dodge,Charger,SXT,Sedan,automatic,ca,2.6,127497.0,silver,black,7300,2014
3110,2008,Honda,Accord,EX-L,Sedan,automatic,ca,4.1,73477.0,silver,black,11200,2014
3111,2008,Chrysler,Town and Country,Limited,Minivan,automatic,ca,2.8,128342.0,blue,beige,7100,2014
3112,2008,Honda,Accord,LX,Sedan,automatic,ca,1.9,88738.0,black,beige,8100,2014
3113,2008,Chrysler,PT Cruiser,Base,Wagon,automatic,ca,2.0,91111.0,white,gray,2450,2014
3114,2009,Volkswagen,Jetta,SE,Sedan,automatic,ca,1.0,93864.0,gray,black,5000,2014
3115,2008,Chevrolet,Tahoe,LT,SUV,automatic,ca,1.9,99589.0,blue,gray,15000,2014
3116,2008,Chevrolet,Colorado,LT,Crew Cab,automatic,ca,1.9,84157.0,white,beige,11800,2014
3118,2008,Ford,Focus,SES,Sedan,manual,ca,2.8,139311.0,black,gray,3800,2014
3119,2008,Ford,F-250 Super Duty,XL,SuperCab,automatic,ca,2.4,128624.0,white,gray,8800,2014
3120,2008,Ford,Fusion,SE,Sedan,automatic,ca,2.1,119779.0,white,black,4000,2014
3121,2008,Honda,Fit,Sport,Hatchback,automatic,ca,1.9,93589.0,blue,black,5000,2014
3122,2008,Ford,F-150,Lariat,SuperCrew,automatic,ca,3.1,132553.0,white,beige,11100,2014
3124,2008,Buick,Enclave,CXL,SUV,automatic,ca,3.5,80076.0,white,gray,13200,2014
3125,2008,Dodge,Charger,Base,Sedan,automatic,ca,2.5,136348.0,gold,black,4250,2014
3126,2009,Volkswagen,Jetta,S PZEV,Sedan,manual,ca,1.0,90827.0,—,black,3300,2014
3127,2008,Chrysler,Sebring,LX,Sedan,automatic,ca,2.7,75758.0,gray,gray,4600,2015
3128,2008,Ford,Fusion,S,Sedan,automatic,ca,1.9,101943.0,blue,gray,3800,2015
3129,2009,Volvo,C30,T5,Hatchback,automatic,ca,2.5,83438.0,red,black,9000,2014
3132,2008,Nissan,Armada,LE,SUV,automatic,ca,2.3,96738.0,black,black,12200,2014
3133,2008,Toyota,Prius,Base,Hatchback,automatic,ca,2.7,84146.0,gray,gray,8300,2014
3134,2007,BMW,3 Series,328xi,Coupe,automatic,ca,1.9,119085.0,black,beige,8200,2014
3135,2008,Saturn,VUE,XR,SUV,automatic,ca,3.6,61213.0,blue,gray,7100,2014
3136,2007,BMW,5 Series,550i,Sedan,automatic,ca,3.8,160792.0,gray,gray,6500,2015
3137,2007,BMW,6 Series,650i,Convertible,automatic,ca,2.0,128629.0,gray,black,14250,2014
3138,2007,Audi,A4,2.0T,Sedan,automatic,ca,2.9,149684.0,white,black,4400,2014
3139,2008,Maserati,GranTurismo,Base,Coupe,automatic,ca,3.1,41225.0,charcoal,black,40500,2014
3140,2008,Pontiac,G6,GT,Sedan,automatic,ca,3.3,112214.0,red,black,5300,2014
3141,2007,Acura,TL,Type-S,Sedan,automatic,ca,3.5,92844.0,white,gray,13300,2014
3143,2008,Land Rover,Range Rover Sport,HSE,SUV,automatic,ca,2.8,68629.0,white,beige,20000,2014
3144,2008,Toyota,Tundra,Limited,Double Cab,automatic,ca,4.5,45505.0,green,beige,28000,2014
3145,2008,Jeep,Wrangler,Unlimited Sahara,SUV,automatic,ca,3.7,74449.0,silver,black,18100,2014
3146,2008,Pontiac,G6,Base,Sedan,automatic,ca,2.7,108163.0,white,black,4500,2014
3148,2008,Mercedes-Benz,S-Class,S550 4MATIC,Sedan,automatic,ca,2.7,84778.0,black,black,22500,2014
3149,2008,Toyota,Camry,LE,Sedan,automatic,ca,1.9,83548.0,gray,gray,6800,2014
3150,2008,Pontiac,Grand Prix,Base,Sedan,automatic,ca,2.1,114272.0,black,black,3800,2014
3151,2008,Nissan,350Z,Base,Coupe,automatic,ca,3.8,38216.0,silver,black,15000,2014
3152,2008,Mercedes-Benz,E-Class,E350,Sedan,automatic,ca,3.7,110796.0,black,black,11000,2014
3153,2008,Mercedes-Benz,SL-Class,SL550,Convertible,automatic,ca,3.5,56519.0,silver,black,25250,2015
3155,2008,Kia,Sedona,LX,Minivan,automatic,ca,3.0,97954.0,gold,beige,3600,2014
3156,2008,Toyota,Highlander Hybrid,Limited,SUV,automatic,ca,2.4,130850.0,green,gray,12200,2014
3157,2008,Nissan,Versa,1.8 SL,Sedan,automatic,ca,2.4,166920.0,white,black,3400,2015
3158,2007,BMW,3 Series,335i,Sedan,automatic,ca,1.9,134961.0,brown,black,6200,2014
3160,2008,Saturn,VUE,XR,SUV,automatic,ca,1.9,91873.0,silver,gray,4200,2014
3161,2008,Mitsubishi,Raider,LS,Double Cab,automatic,ca,3.4,54497.0,black,black,10750,2014
3162,2008,Mazda,Mazdaspeed Mazda3,Grand Touring,Hatchback,manual,ca,1.9,75248.0,gray,gray,9900,2014
3163,2008,Pontiac,Solstice,Base,Convertible,manual,ca,3.0,65475.0,red,gray,6600,2014
3165,2007,Acura,MDX,Base,SUV,automatic,ca,2.7,75670.0,silver,black,14500,2014
3166,2008,Jeep,Compass,Sport,SUV,automatic,ca,2.0,1.0,white,gray,1800,2015
3167,2007,BMW,3 Series,328i,Sedan,automatic,ca,1.9,106149.0,black,black,7800,2014
3168,2008,Kia,Spectra,LX,Sedan,automatic,ca,2.8,103027.0,blue,gray,3900,2014
3169,2007,Audi,A4,2.0T quattro,Sedan,automatic,ca,3.0,107106.0,red,black,7100,2014
3170,2008,Scion,xB,Base,Wagon,automatic,ca,2.6,91638.0,black,black,7000,2014
3171,2008,Lexus,IS 250,Base,Sedan,automatic,ca,3.0,116397.0,black,black,13500,2014
3172,2007,BMW,5 Series,525i,Sedan,automatic,ca,3.3,100662.0,black,beige,7900,2014
3174,2008,Nissan,Versa,1.8 S,Hatchback,automatic,ca,1.9,82758.0,white,black,4000,2014
3175,2008,Nissan,Pathfinder,LE,SUV,automatic,ca,3.5,127993.0,brown,brown,8700,2014
3176,2008,Mercury,Milan,Premier,Sedan,automatic,ca,1.9,68929.0,black,black,6400,2014
3177,2008,Mercedes-Benz,G-Class,G500,SUV,automatic,ca,4.0,91680.0,black,black,43250,2014
3178,2008,Pontiac,G6,GT,Sedan,automatic,ca,1.9,85074.0,gray,gray,6500,2014
3179,2008,Lexus,ES 350,Base,Sedan,automatic,ca,1.9,88478.0,black,black,12250,2015
3180,2008,Jeep,Patriot,Sport,SUV,automatic,ca,2.9,111266.0,white,black,4300,2014
3182,2008,Mercedes-Benz,CLS-Class,CLS550,Sedan,automatic,ca,4.6,58947.0,gray,beige,25000,2014
3183,2008,Lexus,GX 470,Base,SUV,automatic,ca,4.3,48297.0,gold,beige,26750,2014
3184,2008,Land Rover,LR2,HSE,SUV,automatic,ca,4.1,105362.0,blue,beige,7500,2014
3186,2008,Mercedes-Benz,C-Class,C300 Sport,Sedan,automatic,ca,4.1,55311.0,gray,black,15300,2014
3188,2008,Kia,Sedona,LX,Minivan,automatic,ca,1.9,107587.0,red,gray,2500,2014
3189,2008,Lexus,RX 400h,Base,SUV,automatic,ca,2.1,83658.0,gray,gray,12800,2014
3190,2008,Nissan,Sentra,2.0 SL,Sedan,automatic,ca,3.2,83071.0,silver,black,8250,2014
3191,2007,BMW,3 Series,328i,Sedan,automatic,ca,2.7,49733.0,blue,beige,14500,2014
3192,2007,BMW,6 Series,650i,Coupe,automatic,ca,3.4,110984.0,black,beige,13000,2014
3193,2008,Toyota,Camry,LE,Sedan,automatic,ca,2.6,99339.0,gray,gray,8200,2014
3194,2008,Lexus,IS 250,Base,Sedan,automatic,ca,2.2,107787.0,black,black,10700,2014
3196,2008,Volvo,XC90,3.2 Special Edition,SUV,automatic,ca,2.8,85840.0,black,black,10750,2014
3197,2008,Scion,xB,Base,Wagon,automatic,ca,4.0,52860.0,green,black,10900,2014
3199,2008,Pontiac,G6,GXP,Sedan,automatic,ca,3.7,96070.0,white,black,6000,2014
3204,2008,Toyota,Camry,LE,Sedan,automatic,ca,3.2,82296.0,gray,gray,8300,2014
3205,2008,Toyota,Tundra,SR5,CrewMax Cab,automatic,ca,3.4,59003.0,blue,gray,22500,2014
3207,2007,Audi,A8,quattro,Sedan,automatic,ca,2.7,97059.0,silver,gray,12500,2014
3208,2008,Mercedes-Benz,E-Class,E350,Sedan,automatic,ca,4.4,101736.0,silver,gray,10100,2014
3209,2008,Saturn,VUE,XR,SUV,automatic,ca,3.7,74543.0,blue,beige,8000,2014
3210,2008,Jeep,Grand Cherokee,Laredo,SUV,automatic,ca,2.1,83024.0,green,black,7500,2014
3211,2008,Toyota,FJ Cruiser,Base,SUV,automatic,ca,2.5,31893.0,white,gray,18800,2014
3212,2008,Lexus,LS 460,Base,Sedan,automatic,ca,4.1,93594.0,white,beige,21000,2014
3213,2008,Volkswagen,Jetta,SEL PZEV,Sedan,automatic,ca,1.9,66907.0,red,beige,5600,2014
3214,2008,Land Rover,Range Rover,Supercharged,SUV,automatic,ca,4.3,82038.0,white,white,26000,2014
3215,2008,Honda,Ridgeline,RTS,Crew Cab,automatic,ca,2.0,46068.0,black,gray,14500,2015
3216,2008,Mercedes-Benz,GL-Class,GL550,SUV,automatic,ca,3.5,50114.0,white,—,24000,2014
3217,2008,Land Rover,Range Rover Sport,HSE,SUV,automatic,ca,2.1,141574.0,gray,tan,13800,2014
3218,2008,Nissan,Armada,SE,SUV,automatic,ca,2.9,107973.0,white,beige,11200,2014
3219,2008,Lexus,GX 470,Base,SUV,automatic,ca,3.3,116133.0,silver,gray,17750,2014
3220,2008,Volkswagen,Jetta,SEL PZEV,Sedan,automatic,ca,3.1,104453.0,white,gray,4600,2014
3221,2008,Nissan,Sentra,2,Sedan,automatic,ca,2.0,80371.0,black,gray,5400,2014
3222,2008,Jeep,Compass,Sport,SUV,automatic,ca,3.5,133614.0,black,black,4000,2014
3225,2008,Lexus,IS 350,Base,Sedan,automatic,ca,2.5,98795.0,white,tan,16200,2014
3226,2008,Nissan,Titan,LE,Crew Cab,automatic,ca,1.9,57311.0,white,black,11250,2014
3227,2008,Mazda,Mazda3,s Sport,Hatchback,automatic,ca,3.6,114289.0,white,black,6600,2014
3228,2008,Pontiac,G5,Base,Coupe,automatic,ca,3.7,93498.0,silver,black,4000,2014
3229,2007,BMW,3 Series,335i,Coupe,automatic,ca,3.4,64389.0,black,beige,14600,2014
3230,2008,HUMMER,H3,Base,SUV,automatic,ca,4.8,91132.0,black,beige,15300,2014
3231,2008,Mercedes-Benz,CL-Class,CL550,Coupe,automatic,ca,4.4,64251.0,black,tan,30000,2015
3232,2007,Acura,MDX,Base,SUV,automatic,ca,3.4,135515.0,black,beige,11700,2014
3233,2008,Mazda,Mazda5,Grand Touring,Minivan,automatic,ca,3.1,80058.0,gray,black,7800,2014
3234,2008,Saturn,Outlook,XE,SUV,automatic,ca,2.7,97468.0,gray,black,6600,2014
3237,2007,BMW,3 Series,328i,Sedan,automatic,ca,2.8,137800.0,gray,black,6400,2014
3238,2008,Infiniti,G37,Journey,Coupe,automatic,ca,3.6,45769.0,gray,black,16750,2014
3239,2007,BMW,3 Series,328i,Sedan,automatic,ca,2.8,87836.0,black,black,10800,2014
3240,2008,Mazda,Mazda3,s Grand Touring,Sedan,automatic,ca,2.1,83946.0,—,black,5000,2014
3241,2008,Mercedes-Benz,C-Class,C300 Sport,Sedan,automatic,ca,3.7,88937.0,burgundy,tan,13100,2014
3242,2008,Mercedes-Benz,S-Class,S550,Sedan,automatic,ca,3.6,98270.0,gray,black,19800,2014
3243,2007,BMW,3 Series,328i,Sedan,automatic,ca,1.9,102975.0,black,black,7000,2014
